gender,age,state,number_of_referrals,tenure_in_months,phone_service,multiple_lines,internet_service,internet_type,online_security,online_backup,device_protection_plan,premium_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,paperless_billing,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,value_deal_Deal 1,value_deal_Deal 2,value_deal_Deal 3,value_deal_Deal 4,value_deal_Deal 5,value_deal_No Deal,contract_Month-to-Month,contract_One Year,contract_Two Year,payment_method_Bank Withdrawal,payment_method_Credit Card,payment_method_Mailed Check
1,0.4545454545454546,17,0.0,0.0,0,0,0,0,1,0,0.0,1.0,1,0,0,1,0,0.4287378640776699,0.2813764597897557,0.0,0.0,0.0,0.20384095203284744,1,False,False,False,False,False,True,False,False,True,False,True,False
1,0.12121212121212122,20,0.4,0.6,1,1,0,2,1,1,1.0,1.0,1,1,1,1,1,0.9848543689320387,0.9736703862561843,0.0,0.0,0.32593648208469056,0.8017822178022714,1,False,False,False,False,False,True,False,False,True,False,True,False
1,0.5757575757575758,20,1.0,0.7142857142857143,1,0,0,2,0,0,0.0,0.0,0,0,0,1,1,0.6132038834951455,0.037875158029637424,0.0,0.0,0.02636683405718422,0.03523786184048197,1,False,False,False,False,False,True,True,False,False,True,False,False
0,0.2727272727272727,13,0.5333333333333333,0.14285714285714285,1,1,0,2,1,1,1.0,0.0,1,0,0,1,1,0.8644660194174756,0.8356434043191883,0.0,0.0,0.04580618892508143,0.618925065386182,1,True,False,False,False,False,False,False,False,True,True,False,False
0,0.3030303030303031,20,0.06666666666666667,0.5142857142857142,0,0,0,1,1,1,1.0,1.0,0,0,0,1,0,0.4275728155339805,0.29287004912629094,0.0,0.0,0.0,0.2121673919716558,1,False,False,False,False,False,True,False,False,True,True,False,False
0,0.5303030303030304,3,0.3333333333333333,0.19999999999999998,1,1,0,2,0,1,1.0,0.0,0,1,1,1,1,0.8213592233009708,0.7880930801780324,0.0,0.0,0.5472595457835686,0.7328111918058798,1,True,False,False,False,False,False,False,False,True,False,True,False
0,0.43939393939393945,6,0.9333333333333333,0.08571428571428572,0,0,0,1,1,0,1.0,1.0,1,1,1,1,0,0.5533980582524272,0.22741835856996895,0.0,0.0,0.0,0.1647514321393054,1,False,False,False,False,False,True,False,True,False,False,True,False
0,0.8484848484848486,1,0.0,0.8285714285714285,1,0,0,1,1,0,1.0,0.0,0,1,0,1,0,0.5646601941747573,0.3195864386036819,0.0,0.0,0.13576445439739415,0.27168199105210905,0,False,False,False,False,False,True,False,True,False,False,True,False
1,0.696969696969697,12,1.0,0.9142857142857143,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0.272621359223301,0.00019050148071605467,0.0,0.0,0.0,0.00013800729180345412,0,False,False,False,False,False,True,True,False,False,True,False,False
0,0.16666666666666669,12,0.8,0.5428571428571428,1,1,0,2,0,1,1.0,0.0,1,0,0,1,0,0.8085436893203882,0.13764020620342096,0.0,0.0,0.16011807817589577,0.14707646189451393,0,False,False,False,False,False,True,True,False,False,True,False,False
0,0.16666666666666669,13,0.5333333333333333,0.6,1,1,0,2,0,0,0.0,0.0,1,0,0,1,1,0.7281553398058251,0.21087936638052965,0.0,0.0,0.22703187205935577,0.2199275838101555,1,False,False,False,True,False,False,True,False,False,True,False,False
0,0.24242424242424243,16,0.8,0.7142857142857143,0,0,0,1,1,0,0.0,0.0,0,0,0,1,0,0.3145631067961165,0.0008139608721504155,0.0,0.0,0.0,0.0005896675195238496,0,False,False,False,False,False,True,True,False,False,True,False,False
0,0.25757575757575757,20,0.9333333333333333,0.48571428571428565,1,0,0,2,0,1,1.0,1.0,1,1,1,0,1,0.8831067961165048,0.6503951462531824,0.0,20.0,0.5449239956568948,0.634038954858233,1,False,False,False,False,False,True,False,True,False,True,False,False
0,0.06060606060606066,13,0.26666666666666666,0.19999999999999998,1,0,0,2,0,0,0.0,0.0,1,1,1,1,0,0.7860194174757281,0.3722398933191709,0.0,0.0,0.4499666349981904,0.40276968088532095,1,False,False,True,False,False,False,False,True,False,False,True,False
1,0.12121212121212122,7,0.4666666666666667,0.19999999999999998,1,1,0,2,1,1,1.0,1.0,1,1,1,1,0,0.062135922330097085,0.9142570153613468,0.0,0.0,0.8168261400651466,0.9039494341282831,1,False,False,False,False,False,True,False,True,False,True,False,False
1,0.21212121212121215,12,0.9333333333333333,0.02857142857142857,0,0,0,0,1,0,1.0,1.0,0,0,0,1,1,0.38368932038834946,0.0925894924001455,0.0,0.0,0.0,0.0670757258556243,1,False,False,False,False,False,True,False,False,True,False,True,False
0,0.3484848484848485,13,1.0,0.42857142857142855,1,1,0,2,1,0,0.0,0.0,1,0,0,1,1,0.7751456310679611,0.5699053842645778,0.0,0.0,0.07900153818313427,0.4362326853124276,1,False,True,False,False,False,False,True,False,False,True,False,False
1,0.5757575757575758,7,0.13333333333333333,0.8285714285714285,1,1,0,2,1,1,0.0,0.0,1,0,0,1,1,0.8135922330097086,0.6435717295802618,0.0,0.0,0.2734261898298951,0.5471119255864683,1,False,True,False,False,False,False,True,False,False,True,False,False
1,0.6515151515151516,20,0.06666666666666667,0.5428571428571428,1,1,0,2,0,0,0.0,0.0,0,0,0,1,1,0.6660194174757281,0.22000611913847154,0.0,0.0,0.19284405537459284,0.2164263806374933,1,False,False,True,False,False,False,True,False,False,True,False,False
0,0.7272727272727273,8,0.6666666666666666,0.5714285714285714,1,0,0,1,1,0,0.0,0.0,0,0,0,1,1,0.4601941747572815,0.007810560709358242,0.0,0.0,0.024876719145855958,0.013017015044467624,0,False,False,False,False,False,True,True,False,False,True,False,False
0,0.10606060606060608,13,0.2,0.6857142857142857,1,0,0,1,0,1,1.0,1.0,1,1,1,1,0,0.6850485436893203,0.23731866279506084,0.0,0.0,0.37339678338762217,0.28237713796296215,1,False,False,True,False,False,False,False,True,False,False,True,False
1,0.5,16,1.0,0.3714285714285714,1,0,0,0,1,1,1.0,0.0,0,0,0,1,1,0.5561165048543689,0.18329128830955918,0.905789792213032,0.0,0.045594123235613467,0.14251553000236702,1,False,False,False,False,False,True,False,True,False,True,False,False
0,0.5151515151515151,20,0.4666666666666667,0.6285714285714286,0,0,0,1,1,1,1.0,1.0,0,0,0,1,1,0.4271844660194175,0.14074018484416406,0.24732701230583012,0.0,0.0,0.10093267837024263,1,False,False,False,False,False,True,True,False,False,False,True,False
0,0.06060606060606066,2,0.4,0.05714285714285715,1,1,0,1,0,1,1.0,1.0,1,1,1,1,1,0.7390291262135922,0.7265322380460322,0.0,0.0,0.6587947882736157,0.7212068695847821,1,False,False,False,False,False,True,False,False,True,True,False,False
0,0.6515151515151516,22,0.8,0.7714285714285714,1,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0.4772815533980582,0.08132681394932663,0.0,0.0,0.0951637712631198,0.08706670937922649,1,False,False,False,False,False,True,False,True,False,False,True,False
0,0.2727272727272727,9,0.3333333333333333,0.08571428571428572,1,0,0,2,0,0,1.0,1.0,1,1,1,1,1,0.8485436893203883,0.4050811940401901,0.0,0.0,0.36042684581976114,0.40007477485992254,1,False,False,True,False,False,False,False,True,False,True,False,False
1,0.5454545454545455,5,0.2,0.3714285714285714,1,0,0,2,0,0,0.0,1.0,1,1,1,0,1,0.8093203883495145,0.29835418266205616,0.0,20.0,0.01680974031849439,0.2227855893622307,1,False,False,False,False,False,True,True,False,False,True,False,False
0,0.12121212121212122,21,0.2,0.5428571428571428,1,1,0,1,1,1,1.0,1.0,1,0,0,0,0,0.7087378640776698,0.6400965207502296,0.0,40.0,0.09934853420195441,0.4964465213380183,1,False,False,False,False,False,True,False,True,False,True,False,False
1,0.19696969696969702,1,0.6,0.3714285714285714,1,1,0,2,0,0,0.0,1.0,1,1,1,1,1,0.8539805825242718,0.4322594052890139,0.0,0.0,0.26884839847991315,0.392674238387941,1,False,False,False,False,False,True,True,False,False,False,True,False
0,0.8333333333333335,17,0.26666666666666666,0.7999999999999999,1,0,0,2,0,0,0.0,0.0,1,1,0,1,1,0.7887378640776698,0.42142968474891335,0.0,0.0,0.49923090843286283,0.45297757005124667,1,False,False,False,False,False,True,False,False,True,True,False,False
1,0.43939393939393945,4,0.6,0.7142857142857143,1,1,0,2,0,1,1.0,0.0,1,1,1,1,1,0.8893203883495145,0.4633688743671599,0.0,0.0,0.4262803112558813,0.4617807624526488,0,False,False,False,False,False,True,True,False,False,False,True,False
0,0.8333333333333335,17,0.26666666666666666,0.0,1,0,0,2,0,1,0.0,0.0,1,1,0,0,1,0.8155339805825242,0.12663730249903307,0.0,120.0,0.03604833966702859,0.11244165009882158,0,False,False,False,True,False,False,True,False,False,True,False,False
0,0.15151515151515155,20,0.13333333333333333,0.05714285714285715,1,1,0,0,0,0,0.0,0.0,0,0,0,1,0,0.46873786407766993,0.03360907941602638,0.0,0.0,0.07237377850162867,0.045756526699392515,1,False,False,False,False,True,False,True,False,False,True,False,False
0,0.5454545454545455,9,1.0,0.9428571428571428,1,1,0,1,1,0,0.0,0.0,0,1,1,1,1,0.578640776699029,0.21532440093057093,0.0,0.0,0.022394136807817593,0.16261441013592465,1,False,False,False,False,False,True,True,False,False,False,False,True
0,0.7575757575757576,18,0.2,0.42857142857142855,1,1,0,2,0,1,1.0,0.0,1,1,0,1,1,0.8916504854368931,0.8411506289435251,0.12326003631228566,0.0,0.7816175805284112,0.8400620949172332,1,False,False,False,False,False,True,False,True,False,True,False,False
1,0.7121212121212122,8,0.3333333333333333,0.02857142857142857,1,0,0,1,0,0,1.0,0.0,0,0,0,1,0,0.4683495145631068,0.32963683490448953,0.20637482348194472,0.0,0.30126334600072385,0.32706306264109153,1,False,False,False,False,False,True,False,True,False,False,True,False
0,0.04545454545454547,13,0.6,0.14285714285714285,1,1,0,1,0,1,1.0,0.0,0,1,1,1,1,0.6322330097087379,0.13723611215341722,0.0,0.0,0.11631378935939198,0.1338260890657241,1,False,False,False,False,False,True,True,False,False,True,False,False
0,0.6060606060606061,10,1.0,0.9142857142857143,1,1,0,2,1,1,1.0,1.0,1,1,1,1,1,0.978640776699029,0.9420471404573192,0.0,0.0,0.7515268729641694,0.9047657681694963,1,True,False,False,False,False,False,False,False,True,True,False,False
0,0.5454545454545455,7,0.4,0.9999999999999999,1,1,0,2,0,0,1.0,0.0,1,1,1,1,1,0.8524271844660194,0.008809250290081802,0.0,0.0,0.011510925624321391,0.009786808008437684,0,False,False,False,False,False,True,True,False,False,True,False,False
0,0.8333333333333335,20,0.5333333333333333,0.8857142857142857,1,0,0,2,0,1,0.0,0.0,1,1,1,1,1,0.807378640776699,0.32766254683161405,0.0,0.0,0.28827361563517917,0.32264599289555185,1,False,False,True,False,False,False,False,True,False,False,False,True
1,0.4242424242424243,18,0.6,0.9714285714285714,1,1,0,2,0,0,1.0,0.0,1,0,0,1,1,0.7829126213592232,0.16380240955509248,0.0,0.0,0.22036735432500906,0.18385164132490345,1,False,False,False,True,False,False,True,False,False,True,False,False
1,0.7272727272727273,7,0.6666666666666666,0.0,1,1,0,0,1,0,1.0,1.0,1,1,1,1,0,0.7328155339805824,0.46596662183146975,0.0,0.0,0.5479636038726023,0.4996574909939787,0,False,True,False,False,False,False,False,True,False,True,False,False
0,0.36363636363636365,16,0.8666666666666667,0.3142857142857143,0,0,0,0,0,1,1.0,1.0,1,1,1,1,0,0.5300970873786407,0.4759592904108482,0.0,0.0,0.0,0.3448049455122119,1,True,False,False,False,False,False,False,False,True,True,False,False
1,0.3484848484848485,14,0.2,0.8571428571428571,1,1,0,2,0,1,1.0,0.0,1,1,1,1,0,0.913009708737864,0.4181853868045975,0.0,0.0,0.46365194082519,0.4401027443377281,1,False,False,False,False,False,True,True,False,False,True,False,False
0,0.03030303030303033,16,1.0,0.0,1,1,0,2,0,1,1.0,1.0,1,1,1,0,1,0.9413592233009708,0.2648143765117447,0.0,120.0,0.2153060532030402,0.26556868622913055,0,False,False,False,False,False,True,True,False,False,True,False,False
1,0.43939393939393945,20,0.4666666666666667,0.2571428571428571,0,0,0,1,1,1,1.0,0.0,0,0,0,1,0,0.38990291262135923,0.1645644154779567,0.0,0.0,0.0,0.11921738992245663,0,False,False,False,False,False,True,True,False,False,True,False,False
0,0.8181818181818181,11,0.9333333333333333,0.7999999999999999,1,0,0,2,1,0,0.0,0.0,1,0,0,1,1,0.7440776699029126,0.2505614020908981,0.0,0.0,0.2480433405718422,0.25489026747485966,1,False,False,False,False,False,True,True,False,False,False,True,False
1,0.48484848484848486,13,0.3333333333333333,0.45714285714285713,0,0,0,1,1,0,0.0,1.0,0,0,0,1,1,0.35262135922330096,0.19921259387970702,0.0,0.0,0.0,0.14431798887410308,1,False,True,False,False,False,False,False,True,False,False,True,False
0,0.19696969696969702,8,0.3333333333333333,0.2571428571428571,1,1,0,2,0,0,0.0,0.0,0,0,1,1,1,0.65126213592233,0.05631916502623726,0.2628606011700625,0.0,0.05664698697068404,0.056466728951169665,0,False,False,False,False,False,True,True,False,False,True,False,False
0,0.6212121212121212,20,0.6,0.11428571428571428,1,1,0,1,1,1,1.0,1.0,1,1,1,1,0,0.7619417475728154,0.6353859386816144,0.0,0.0,0.8139335640608035,0.701067841875427,1,False,True,False,False,False,False,False,False,True,False,False,True
0,0.4242424242424243,5,0.6666666666666666,0.5142857142857142,1,0,0,0,1,0,1.0,1.0,1,0,0,1,1,0.6019417475728155,0.17556154641020166,0.0,0.0,0.12316775244299676,0.16361809953085885,0,False,False,False,False,False,True,False,True,False,True,False,False
0,0.3030303030303031,19,0.5333333333333333,0.7428571428571428,1,0,0,2,0,0,1.0,1.0,1,1,1,1,1,0.8648543689320387,0.17670455529449802,0.0,0.0,0.19476112920738328,0.18562398951479145,0,False,False,False,True,False,False,True,False,False,True,False,False
1,0.5454545454545455,22,0.6666666666666666,0.1714285714285714,0,0,0,1,1,0,0.0,1.0,0,1,1,1,0,0.43339805825242717,0.12971996282334744,0.0,0.0,0.0,0.0939746016398612,1,False,False,False,False,False,True,True,False,False,False,True,False
0,0.25757575757575757,18,0.26666666666666666,0.7999999999999999,1,0,0,2,0,0,1.0,0.0,1,1,1,1,1,0.8128155339805825,0.7763108522343516,0.0,0.0,0.6763029315960913,0.7624476304147998,1,False,False,False,False,False,True,True,False,False,True,False,False
0,0.5909090909090909,13,0.8666666666666667,0.6285714285714286,1,1,0,2,0,1,0.0,0.0,0,1,1,0,0,0.7720388349514563,0.6873582062842398,0.7266491829735727,40.0,0.9103216612377851,0.7675639371054769,1,True,False,False,False,False,False,True,False,False,False,True,False
0,0.39393939393939403,20,0.9333333333333333,0.14285714285714285,1,0,0,2,1,1,0.0,1.0,0,0,0,1,1,0.7475728155339805,0.01826505106016961,0.0,0.0,0.020816368078175898,0.01938960629447076,0,False,False,False,False,False,True,True,False,False,True,False,False
1,0.9242424242424243,1,1.0,0.9999999999999999,1,0,0,1,0,0,1.0,1.0,1,1,1,1,0,0.6590291262135921,0.3746067298977643,0.3613072422836393,0.0,0.09604596453130655,0.29829397895096055,1,False,False,False,False,False,True,False,True,False,True,False,False
0,0.6060606060606061,22,0.9333333333333333,0.7714285714285714,1,1,0,2,0,1,0.0,0.0,1,0,0,1,1,0.774757281553398,0.11879787792896031,0.0,0.0,0.048792073832790446,0.10049523707561712,0,False,False,False,True,False,False,True,False,False,True,False,False
0,0.8333333333333335,7,0.7333333333333333,0.5428571428571428,1,1,0,2,0,1,1.0,1.0,1,1,0,1,1,0.9316504854368931,0.8787082845053025,0.0,0.0,0.35917989956568946,0.7428213207046903,1,False,False,False,False,False,True,False,False,True,True,False,False
0,0.12121212121212122,22,0.8666666666666667,0.7428571428571428,1,1,0,2,0,1,0.0,0.0,0,0,0,1,1,0.7005825242718446,0.0065520963822036996,0.0,0.0,0.00034778773072747013,0.004849492593190469,0,False,False,False,False,True,False,True,False,False,False,False,True
1,0.9545454545454546,2,0.0,0.5714285714285714,1,1,0,2,0,1,1.0,0.0,0,0,0,1,1,0.749126213592233,0.2745068609396919,0.0,0.0,0.02267406351791531,0.2055714798312798,1,False,False,False,False,False,True,False,False,True,True,False,False
0,0.8787878787878789,20,0.4,0.3142857142857143,1,1,0,2,0,0,0.0,1.0,1,1,1,1,1,0.8640776699029126,0.4532434320284945,0.0,0.0,0.22220242942453858,0.39407773072519064,1,False,False,False,False,False,True,True,False,False,True,False,False
1,0.36363636363636365,4,0.26666666666666666,0.5428571428571428,1,1,0,2,0,0,0.0,0.0,1,1,1,1,1,0.8132038834951456,0.2700098714403644,0.0,0.0,0.24656170828809268,0.26854127965379404,0,False,False,False,False,False,True,True,False,False,True,False,False
0,0.36363636363636365,10,0.7333333333333333,0.0,1,0,0,2,0,0,0.0,0.0,0,0,0,1,0,0.6283495145631068,0.005478360763622301,0.0,0.0,0.011256446796959828,0.007298494716829947,0,False,False,False,False,True,False,True,False,False,False,False,True
0,0.5151515151515151,3,0.3333333333333333,0.9428571428571428,1,0,0,1,1,0,0.0,1.0,0,0,0,1,1,0.4986407766990292,0.13037805884763926,0.0,0.0,0.16944896851248642,0.1445756024854695,0,False,False,False,True,False,False,True,False,False,True,False,False
0,0.5909090909090909,12,0.8,0.7142857142857143,1,1,0,2,1,1,1.0,1.0,1,1,1,1,1,0.9700970873786408,0.97828283119837,0.0,0.0,0.9847312703583062,0.9999999999999999,1,True,False,False,False,False,False,False,False,True,True,False,False
1,0.3030303030303031,20,0.0,0.8857142857142857,1,1,0,2,0,0,0.0,0.0,1,0,0,1,1,0.7522330097087377,0.17791106467236636,0.0,0.0,0.04211907347086501,0.14134539544943955,1,False,False,False,False,False,True,True,False,False,True,False,False
1,0.893939393939394,14,0.3333333333333333,0.11428571428571428,1,1,0,2,1,0,1.0,1.0,1,1,0,1,1,0.9312621359223301,0.42386579459322166,0.0,0.0,0.23467189196525517,0.37648389203982296,1,False,False,False,False,False,True,False,True,False,True,False,False
1,0.5151515151515151,18,0.7333333333333333,0.0,1,1,0,2,0,1,0.0,0.0,1,0,0,1,0,0.7549514563106796,0.46112903877571054,0.0,0.0,0.014485500361925443,0.3383462042558103,1,False,False,False,False,False,True,True,False,False,True,False,False
0,0.31818181818181823,8,0.26666666666666666,0.9999999999999999,1,0,0,2,1,1,1.0,1.0,1,1,1,1,0,0.9176699029126213,0.7853510134101498,0.0,0.0,0.03085414404632646,0.5780682157497267,1,False,False,False,False,False,True,False,False,True,False,True,False
1,0.0757575757575758,21,0.4,0.0,1,1,0,2,1,1,1.0,1.0,1,1,1,1,1,0.9809708737864077,0.956675345067455,0.0,0.0,0.05781758957654723,0.7101587585700437,1,False,False,False,False,False,True,False,True,False,True,False,False
1,0.7272727272727273,16,0.6,0.19999999999999998,1,0,0,2,0,0,0.0,0.0,1,1,1,1,1,0.7689320388349514,0.06719506774348112,0.0,0.0,0.08307037187839306,0.07325176126578616,1,False,False,False,False,False,True,False,False,True,True,False,False
0,0.5,11,0.26666666666666666,0.9999999999999999,1,0,0,2,1,0,0.0,0.0,0,0,0,1,0,0.6555339805825242,0.22501111258637516,0.0,0.0,0.3562194625407166,0.26837985294277544,1,False,False,True,False,False,False,True,False,False,False,True,False
0,0.19696969696969702,22,0.6,0.05714285714285715,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,0.3499029126213592,0.0947889185865945,0.0,0.0,0.0,0.06866908277008237,1,False,False,True,False,False,False,False,False,True,True,False,False
1,0.893939393939394,9,0.0,0.6857142857142857,1,0,0,1,1,1,0.0,0.0,1,1,0,1,1,0.658252427184466,0.24105364637152416,0.0,0.0,0.3275142508143323,0.2715105274471411,1,False,False,False,False,False,True,False,True,False,True,False,False
0,0.7727272727272727,13,0.2,0.1714285714285714,1,0,0,2,1,1,0.0,1.0,1,1,1,1,1,0.8970873786407766,0.7137513205216278,0.0,0.0,0.27781170828809265,0.5992502440219841,0,False,False,False,False,False,True,False,True,False,False,True,False
1,0.16666666666666669,4,0.8666666666666667,0.1714285714285714,1,1,0,2,0,0,0.0,0.0,0,1,1,0,1,0.7398058252427184,0.09604161014160612,0.0,100.0,0.005711635903003981,0.07963020737059308,0,False,False,False,True,False,False,True,False,False,True,False,False
0,0.696969696969697,17,0.13333333333333333,0.39999999999999997,1,1,0,2,0,0,0.0,0.0,0,0,0,1,1,0.661747572815534,0.07047400232065441,0.0,0.0,0.02359018729641694,0.05803248440726704,1,False,False,False,False,False,True,True,False,False,False,True,False
0,0.9848484848484849,13,0.2,0.0,1,1,0,2,0,0,0.0,0.0,0,1,0,1,1,0.7328155339805824,0.05212235967834115,0.0,0.0,0.04870724755700326,0.05216759270953479,0,False,False,False,False,False,True,True,False,False,True,False,False
1,0.4242424242424243,13,0.06666666666666667,0.9428571428571428,1,1,0,2,1,0,1.0,0.0,0,0,0,0,0,0.7335922330097087,0.6725452729655309,0.0,40.0,0.7593308903365907,0.7151813875838603,1,False,False,False,False,False,True,False,True,False,True,False,False
0,0.7121212121212122,1,0.26666666666666666,0.34285714285714286,1,1,0,2,1,0,0.0,0.0,1,1,1,1,1,0.8730097087378641,0.7445028777269134,0.0,0.0,0.19501560803474488,0.597036272498325,1,False,False,False,False,False,True,False,False,True,True,False,False
0,0.15151515151515155,2,0.7333333333333333,0.2571428571428571,1,1,0,2,1,1,1.0,1.0,1,1,1,1,0,0.975145631067961,0.9356682272394029,0.0,0.0,0.20208446435034386,0.7376155183762981,0,True,False,False,False,False,False,False,True,False,False,True,False
0,0.7575757575757576,18,0.5333333333333333,0.7714285714285714,1,1,0,2,1,1,1.0,1.0,1,1,1,1,1,0.9681553398058252,0.6957402714357462,0.0,0.0,0.17406351791530947,0.5555128058220676,1,False,True,False,False,False,False,False,True,False,False,True,False
0,0.6060606060606061,1,0.6666666666666666,0.9714285714285714,1,0,0,2,1,0,1.0,1.0,1,1,1,1,0,0.8939805825242717,0.1800296720488146,0.0,0.0,0.0949630157437568,0.15851182973413103,0,False,False,False,False,False,True,True,False,False,True,False,False
0,0.4242424242424243,20,0.3333333333333333,0.9142857142857143,0,0,0,0,0,1,0.0,0.0,1,1,1,1,1,0.46873786407766993,0.12416078324972438,0.0,0.0,0.0,0.08994729794268766,1,False,False,False,False,False,True,True,False,False,True,False,False
0,0.015151515151515194,12,0.9333333333333333,0.2857142857142857,0,0,0,0,0,1,1.0,1.0,1,1,1,1,0,0.5266019417475728,0.4636517402021626,0.02037522695178535,0.0,0.0,0.3358043608631394,1,False,False,False,False,False,True,False,False,True,True,False,False
1,0.5,17,0.2,0.7999999999999999,1,0,0,2,1,1,1.0,0.0,0,0,0,0,1,0.7324271844660193,0.27884221281901783,0.0,130.0,0.20977538002171553,0.27493143546820853,1,False,False,True,False,False,False,True,False,False,False,True,False
1,0.04545454545454547,20,0.6666666666666666,0.2571428571428571,1,1,0,2,0,1,0.0,0.0,1,1,1,1,0,0.858640776699029,0.8186137264976016,0.34274762961468624,0.0,0.5689411418747738,0.7599141511004199,1,True,False,False,False,False,False,False,True,False,True,False,False
1,0.04545454545454547,8,0.06666666666666667,0.0,1,1,0,2,0,1,1.0,0.0,0,0,1,1,1,0.7363106796116504,0.040230449063945004,0.0,0.0,0.032539359391965256,0.038770012102821286,0,False,False,False,False,True,False,True,False,False,True,False,False
0,0.6515151515151516,18,0.4666666666666667,0.19999999999999998,1,0,0,2,0,0,1.0,0.0,0,1,1,1,1,0.7444660194174756,0.016608265455154224,0.0,0.0,0.007996290264205574,0.014397087962502164,0,False,False,False,False,True,False,True,False,False,True,False,False
1,0.7878787878787878,3,0.6666666666666666,0.39999999999999997,1,0,0,2,1,0,0.0,0.0,0,0,0,1,0,0.6629126213592232,0.028858087942410827,0.0,0.0,0.041169019182048495,0.033084111680518974,1,False,False,False,False,True,False,False,True,False,True,False,False
1,0.7121212121212122,10,0.7333333333333333,0.6571428571428571,0,0,0,1,1,0,0.0,0.0,1,1,1,1,1,0.4566990291262135,0.292286999139857,0.0,0.0,0.0,0.21174500601795435,1,False,True,False,False,False,False,False,False,True,False,True,False
0,0.03030303030303033,8,0.4,0.2857142857142857,1,1,0,0,0,0,0.0,0.0,0,0,1,1,0,0.4438834951456311,0.02305645193878553,0.0,0.0,0.03111710550126674,0.025907732506739355,0,False,False,False,False,False,True,True,False,False,True,False,False
1,0.25757575757575757,6,0.26666666666666666,0.8857142857142857,1,1,0,1,0,0,1.0,1.0,0,0,0,1,0,0.5401941747572815,0.1294428697604877,0.0,0.0,0.06366211997828448,0.11260558603332751,1,False,False,False,True,False,False,True,False,False,True,False,False
0,0.5757575757575758,3,0.4,0.48571428571428565,1,1,0,1,1,1,1.0,1.0,0,0,0,1,0,0.6186407766990291,0.5639767472738084,0.0,0.0,0.0745114006514658,0.4306095154773087,1,True,False,False,False,False,False,False,False,True,True,False,False
